review,ID,리뷰수(유저),평균별점,별점(유저),별점,리뷰수,상호명,주소,감성점수
밀크 정말 맛있다 사장 친절하다 ㅎㅎ,😀,66,4.1,5,4.9,26,컨시어지커피,서울 서대문구 증가로 1 1층 (지번) 연희동 134-16,1.67
라떼 맛있다 코지 분위기 좋다,벨라,2,3.5,5,4.9,26,컨시어지커피,서울 서대문구 증가로 1 1층 (지번) 연희동 134-16,2.0
라떼 아주 맛있다,여기저기다가보기,117,3.9,5,4.9,26,컨시어지커피,서울 서대문구 증가로 1 1층 (지번) 연희동 134-16,2.0
통창 이랑 분위기 괜찮다 홍제역 카페 한번 들다 보다,강지구,1,5.0,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,1.0
지나가다 우연히 들르다 커피 산뜻하다 맛있다 분위기 차분하다 좋다 가다 싶다,abiabi,33,4.8,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,2.0
마음 고향 래인 한때 많이 갈다 하다 쿠폰 하다 찍다 같다 서대문구 이렇다 카페 있다 너무 감사하다 카페 분위기 너무 좋다 스트레스 받다 래인 가다 음악 들다 앉다 걱정 사라지다 통창 으로 보이다 풍경 보고 있다 머리 맑다 지다 인테리어 아니다 강아지 손님 자주 오다 너무 좋다 밀크 치다 돌이 인데 래인 밀크 제일 좋아하다 가볍다 독특하다 나다 계속 먹다 싶다 이렇다 여기 밖에 내다 신기하다 커피집 인데 이렇게 밀크 맛있다 매번 놀라다 먹다 그리고 스페셜 커피 다양하다 구비 되어다 있다 시간 나다 조만간 도장 깨다 방문 하다 하다 음료 담다 주시 식기 정갈하다 예쁘다 디카 페인 음료 조금 먹다 보다 맛있다 쿠키 별로 좋아하다 않다 래인 처음 으로 좋아하다 되다 쿠키 지다 베이 인테리어 선곡 센스 바깥 풍경 사장 친절 커피 본연 맛집 게다가 커피 하다 서대문구 자랑 오래오래 있다 좋다 위치 서대문 도서관 근처 빌리다 읽다 좋다 ㅎㅎ 도서관 에서 공부 하다 머리 돌아가다 래인 오다,2가0,4,3.3,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,1.04
라떼 최고 이다 여기 하다 먹다 다른 에서는 절대 차다 다른 먹다 이유 그냥 가깝다 타협 하고 먹다 래인 가까이 있다 여기 먹다 다른 메뉴 맛있다 같다 한번 먹다 보고 싶다 도전 하다 편이 라떼 먹다 ㅋㅋ 동료 로는 다른 맛있다 하다 추하다 너무 맛있다 먹다 찍다 죄송,배고픈사자,2,5.0,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,1.2
커피 부드럽다 맛있다 쿠키 넘다 맛있다 비다 이라 음료 할인 해주다 ㅎㅎ 그리고 사장 노래 선곡 너무 좋다 비다 조용하다 카페 있다 전날 부터 생각 하고 방문 하다 너무 좋다 방문 의사,Y,1,5.0,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,1.57
여기 주인 장이 엄청 친절하다 커피 여러 종류 먹다 보다 맛있다 동네 이렇다 카페 있다 감사하다,hh,6,5.0,5,5.0,7,래인,서울 서대문구 모래내로 390 동광홈텔 1층 (지번) 연희동 1-3,2.0
여기 초코 베리 들다 보다 ㄹㅇ 부드러움 ㅠㅠ,DDogani,130,3.6,4,4.8,5,랩트,서울 서대문구 연희로11길 51 (지번) 연희동 126-9,0.0
초코 베리 촉촉하다 맛있다 가다,먹깨비,30,2.9,5,4.8,5,랩트,서울 서대문구 연희로11길 51 (지번) 연희동 126-9,2.0
강쥐 많이 놀다 오다 동네 카페 라떼 넘다 맛남,안녕^^,79,4.4,5,4.8,5,랩트,서울 서대문구 연희로11길 51 (지번) 연희동 126-9,1.0
초코 베리 이랑 플랫 화이트 정말 맛있다 카페 분위기 너무 좋다,뉸,142,4.0,5,4.8,5,랩트,서울 서대문구 연희로11길 51 (지번) 연희동 126-9,2.0
커피 케이크 맛있다,mehhhh,3,3.7,5,4.8,5,랩트,서울 서대문구 연희로11길 51 (지번) 연희동 126-9,2.0
위스키 말다 가다 너무 좋다 사장 정말 친절하다 음악 좋다 요즘 보기 어렵다 낭만 이라고 생각 하다 번창 하다,ㅇㅇ,1,5.0,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.0
사장 너무 너무 친절하다 설명 해주다 신세계 맛보다 루프 분위기 진짜 좋다 청곡 틀어주다 너무 너무 행복하다 다음 가다,데님양배추,1,5.0,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
라즈베리 빙수 진짜 레전드,메구미,17,4.6,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,0.0
사장 불친절하다 후기 있다 진짜 전혀 아니다 오히려 반대 너무나 친절하다 대해 찌다 좋아하다 대한 자부심 느껴지다 동네 지나가다 가게 예쁘다 생각 하다 언젠가 오다 보다 생각 하다 오다 상치 선물 받다 기분 이에요 너무 기분 좋다 장소 밀크 정말 최고 사장 너무 좋다,YG Suh,6,3.7,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.38
사장 너무 친절하다 분위기 좋다 밀크 너무 맛있다 다음 오다,mimi,5,3.4,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
청소 서비스 아쉽다 수준 한계 명확하다,발타자르,96,1.9,1,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,-1.0
사장 불친절하다 알바생 친절하다 심사 장님 소리 지르다 손님 쫓아내다 하다 무섭다 카공 기준 시간 이용 하다 있다 노래 정신 사납다 음료 비싸다 날씨 좋다 루프 이용 하다 괜찮다 콘센트 하나 있다 주다 밀크 맛있다,비치,133,3.8,3,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,0.29
조금 기분 나쁘다 불친절하다,힐스테이트,95,3.7,1,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,-2.0
영업 시간 에서 시로 바뀌다,행복한고구마,8,4.3,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,0.0
오다 마다 기분 좋아지다 가향 좋아하다 불다 빠져들다 종류 다양하다 하다 있다,견주12,11,3.5,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.67
연희동 지붕 한눈 보이다 예쁘다 루프 혼자 오다 시간 보내다 좋다,ㅇㅇㄹ,94,4.5,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
연희동 묻다 두다 시간 내려다보다 되다,메메드,55,3.4,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,0.0
사장 너무 친절하다,쩜,17,4.8,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
주인 브랜드 열정 있다 좋다 자다 추천 해주다,rebeccahj :),15,4.3,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.5
걸치다 한적하다 에는 루프 있다 주변 자다 보이 단체 오다 예약 하고 싶다 사장 친절하다 위해 크다 있다 찻잎 뚜껑 으로 보여주다 방식 비위생적 이라고 느껴지다 선물 세트 구가 비다 많이 비싸다 아쉽다,카맵맛집레이더,253,4.3,3,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,0.0
밀크 종류 엄청 다양하다 직접 가능하다 하고 선택 하다 있다 ㅋㅋ 사장 굉장하다 친절하다,.,114,3.0,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.75
밀크 맛집 이네 좋다 루프 쵝오,프랑켄슈타인,14,3.8,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
진짜 최고 사람 많이 오다 후기 안남 기고 싶다,맛없는걸보면짖는개,176,3.8,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,2.0
일단 너무 맛있다 밀크 마시다 잎차 우린 우유 아무 들어가다 그렇다 찻잎 진하다 자다 느껴지다 도도 알맞다 장님 분들 께서 상품 자부심 있다 보이다 엄청 친절하다 설명 해주다 도와주다 양도 많다 거리 주다 받다 곳도 많다 가격 엄청 저렴하다 생각 하다 안주 내주다 과자 맛있다 오늘 메뉴 치즈 함박스테이크 이다 함박 정말 치즈 한가득 먹음 있다 고기 엄청 부드럽다 맛있다 맞다 포도 상큼 하고 시원하다 입가심 제대로 이다 ㅎㅎ 가게 분위기 좋다 노래 틀다 기계 박하 개다 있다 사장 께서 설명 해주다 틀어주다 스피커 음질 좋다 너무 너무 좋다 주민 이라 ㅎㅎ 여기 메뉴 도장 깨다 하다 맞다 쿠키 종류 인가 있다 마카 미아 화이트 쿠키 한번 사보다 엄청 깔끔하다 달달 하다 좋다 가끔 너무 달다 먹다 엄청 찝찝하다 남다 그렇다 없다 만족스럽다 오븐 에서 직접 울다 다음 다른 으로 시도 해보다 여기 브랜드 유명하다 브랜드 던데 동네 매장 있다 행복하다 도장 깨다 가다 ㅎㅎ,이새희,1,5.0,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.07
하나 빠지다 없다,ddrz,68,4.8,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,-1.0
그냥 채다 채다 가다 후회 ㄹㅇ 다가,양민영,1,5.0,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,-2.0
하니 앤손스 밀크 맛있다 가장 인기 있다 유명하다 밀크 파리 이고 진하다 밀크 좋아하다 뉴욕 추천 하다 디저트 쿠키 직접 쿠키 같이 맛있다,행복한뚠뚠이,9,4.7,5,4.5,24,하니앤손스,서울 서대문구 연희맛로 12 3~5층 (지번) 연희동 188-89,1.0
맛있다 비싸다 고민 하다 시간 알바 하다 하나 사먹다,노단비,3,5.0,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,0.0
가격 보고 비싸다 놀라다 맛보다 맛있다 놀람 소중하다 선물 하다 생각 바로,C,118,3.5,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,0.67
가끔 지나가다 마다 맛집 이라 확신 하다 배부르다 상태 저장 하다 진짜 맛집 맞다 이랑 너무 멀다 자주 가다 근처 갈다 있다 무조건 다시 들르다 같다 디저트 하나 도장 깨다 해보다,Sehyeon,19,4.2,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,2.0
사과파이 시나몬 들어가다 좋다 바닐라,zirn,87,4.3,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,2.0
마롱 파이 최고,rreevv,82,3.0,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,2.0
파이 사과파이 담백하다 먹다 하다,냠냠뇸,413,3.9,4,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,0.0
각종 파이 괜찮다 아이스티 드물다 이니 먹다 보다 추천,곰발바닥,20,4.3,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,1.0
진짜 대박 맛있다 생애 최고 사과파이 사장 친절하다 오후 가도 있다 너무 좋다 소문 나다 일찍 품절 되다 걱정스럽다 마음 이렇다 엄청나다 인데 더욱 대박나다 하다 마음 강추 이다,죠스바,4,4.5,5,4.9,9,하이파이,서울 서대문구 연희로11가길 39 (지번) 연희동 190-14,1.5
일요일 마감 남자 알바생 때문 이디야 오기 싫어지다 원래 이디야 엄청 좋아하다 까지 영업 인데 부터 오스 크다 끄다 설거지 그릇 깨다 와장창 시끄럽다 하다 문도 쾅쾅 닫다 나가다 눈치 주다 같다 일찍 나오다 그래도 이디야 좋아하다 드리다 카페 사장 인데 이렇게 근무 하다 모습 보다 당장 자르다,박연정,1,5.0,5,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,0.2
가성 좋다 좌석 많다 좋다 다만 의자 몇개 고장 있다,김지영,17,4.6,4,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,2.0
주말 저녁 알바 음료 던지다 없이 돌아서다 모습 보고 다시다 오기 싫다 이라 생각 하다,00,2,3.0,1,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,-2.0
깔끔하다 깨끗하다 여기 이디야 너무 마음 들다,ottonnare,8,4.3,5,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,2.0
화장실 깨끗하다 쓰레기 냄새 때너 너무 힘들다 꽉차다 에도 배다 신경 쓰다,뉴뉴,47,4.1,3,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,0.0
신규 오픈 매장 이라 그렇다 깔끔하다 자리 불편하다 않다 좋다,VTI,11,4.3,5,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,0.67
평일 오후 있다 알바 체적 으로 불친절하다 특히 여자 알바 기본 안되다 하다 신규 매장 같다 홍제역 가다 한번 오다 보다 직원 상태 너무 비교 되다 다시다 오다 아쉽다,제우스,35,2.3,1,3.1,8,이디야커피 서대문구청점,서울 서대문구 연희로 237 1층 (지번) 연희동 163-31,-1.0
가성 좋다 빨리 나오다 아아 쓰다 안시 깔끔하다 아바,ㅎ,27,5.0,5,4.3,6,이공커피 연희점,서울 서대문구 연희로 85 인사이드빌딩 1층 101호 (지번) 연희동 188-7,2.0
음료 가격 좋다 맛있다 다양하다 친절 사진 케이크 냉동 상품 치고 맛있다,이사장,18,3.1,5,4.3,6,이공커피 연희점,서울 서대문구 연희로 85 인사이드빌딩 1층 101호 (지번) 연희동 188-7,1.8
동네 카페 인데 맛있다 자꾸 시키다 먹다 되다 다음 매장 에도 가보다,김찍찍이,4,3.0,5,4.3,6,이공커피 연희점,서울 서대문구 연희로 85 인사이드빌딩 1층 101호 (지번) 연희동 188-7,2.0
저녁 시간 여자 알바생 어리다 버리다 하고 싶다 않다 표정 으로 뚝뚝 커피 저렴하다 다시 가다 싶다 않다,十年不共賦陽春 正有胸中萬斛塵,21,3.8,1,4.3,6,이공커피 연희점,서울 서대문구 연희로 85 인사이드빌딩 1층 101호 (지번) 연희동 188-7,-0.5
딸바 아주 끝장 이에요 완전 맛있다 강츄일 하다 친절하다 갈다 마다 기분 좋다,배고팡,44,3.9,5,4.3,6,이공커피 연희점,서울 서대문구 연희로 85 인사이드빌딩 1층 101호 (지번) 연희동 188-7,2.0
너무 달다,.,176,4.8,2,3.7,6,제니스커피하우스,서울 서대문구 연희로11가길 30 (지번) 연희동 128-5,0.0
오픈 시간 보고 가다 닫히다,김지우🎀,1,2.0,2,3.7,6,제니스커피하우스,서울 서대문구 연희로11가길 30 (지번) 연희동 128-5,0.0
배민 에서 시키다 먹다 예비 단골 이다 진짜 까눌레 너무 맛있다 요하 싶다 동시 유명하다 사장 많이 버셨으 좋다 행복하다 이에요,얌얌냠,55,4.6,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,1.0
까눌레 존맛 분위기 좋다,흐린,11,4.5,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,2.0
디저트 자체 너무 맛있다 사장 친절하다 근처 라서 너무 좋다 ㅎㅎ 웬만하다 메뉴 잇다,필,3,5.0,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,1.75
허겁지겁 먹다 처음 사진 찍다,허니하니,9,3.2,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,0.0
낭시 많이 먹다 보다 여기 맛집 겉바 굳다 쫀득꾸덕 스타일 아니다 사장 친절하다 커피 맛있다 마들렌 버터 까눌레 먹다 보다,sunny,40,3.7,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,1.0
낭시 진짜 겉바 자체 너무 맛있다,하잉,5,2.8,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,2.0
이전 있다 카페 좋다 새롭다 생기다 과자 커피 음료 정말 맛있다 특히 낭시 마들렌 정말 정말 맛있다 게다가 사장 친절하다 대해 주다 항상 마음 푸근하다 들어가다 나오다 이다 다른 분들 카페 에서 맛있다 음료 과자 먹다 편하다 쉬다 좋다,min,3,3.7,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,2.0
소금 낭시,Rjwujjj,6,3.2,5,5.0,10,성산로374과자점,서울 서대문구 성산로 374 1층 (지번) 연희동 334-42,0.0
배민 등록 해주다,요로롱,31,4.1,5,4.9,8,빙달 연희점,서울 서대문구 연희로 92 1층 (지번) 연희동 187-58,0.0
사장 정말 친절하다 완전 서비스 굿굿 모든 나유 ㅎㅎ 딸기 우유 애정 하다,러블리Ssong,4,4.0,5,4.9,8,빙달 연희점,서울 서대문구 연희로 92 1층 (지번) 연희동 187-58,1.33
빙수 인데 어쩌다 보다 빙수 아니다 사먹다 샌드위치 진짜 진짜 진짜 맛있다 ㅠㅠㅠ 소스 뿌리다 먹다 세상 행복하다 커피 완전 맛있다 고구마 맛있다 ㅠㅠㅠ 지나가다 포장 해오다 저희 차리다 싶다 예여 다음 빙수 포장 하다 먹다 샌드위치 먹다 당장 이라도 가다 싶다,강딘,12,4.8,5,4.9,8,빙달 연희점,서울 서대문구 연희로 92 1층 (지번) 연희동 187-58,1.2
사장 너무 친절하다 감동 받다 리뷰 원래 쓰다 쓸다 수가 없다 써다 ㅠㅠ 빙수 진짜 맛있다 과일 완전 신선하다 빙수 토핑 맛있다 다음 에도 먹다 싶다 예요 사장 번창 하다,콩먹는녕니,3,2.3,5,4.9,8,빙달 연희점,서울 서대문구 연희로 92 1층 (지번) 연희동 187-58,1.29
최고 죤맛,zzz,185,4.2,5,4.9,8,빙달 연희점,서울 서대문구 연희로 92 1층 (지번) 연희동 187-58,2.0
마카롱 너무 맛있다 ㅠㅠ,선도레미,2,5.0,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,2.0
사장 친절하다 좋다 테이블 마다 꽂히다 생화 향기도 좋다 너무 아름답다,김용우,8,3.1,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,2.0
여자친구 마카롱 이랑 레몬 너무 좋아하다 ㅋㅋ 그리고 있다 그렇다 사진 잘나오다,human,1,5.0,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,2.0
이제껏 먹다 보다 마카롱 에서 제일 맛있다,서종윤,1,5.0,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,2.0
맛있다 인생 마카롱 ㅋㅋ 사장 넘다 친절하다 마카롱 추천 해주다 자주 갈다,je,12,4.0,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,2.0
진짜 맛있다 ㅎㅎ,매일매일을 튤립처럼,59,3.9,5,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,1.5
뚱카롱집 크림 너무 많다 좋아하다 아니다 바닐라 크다 렘브륄레 웨딩 페리 밀크 마카롱 먹다 확실하다 크림 맛있다 크림 들어가다 맛있다 같다 조금 아쉽다 나다 찾아가다 재미 있다 마카롱,맛있구나,"1,429",3.7,4,4.9,8,메르시보꾸,서울 서대문구 연희맛로 38 1층 (지번) 연희동 134-28,1.0
앉다 먹다 공간 거의 없다 핸드 드립커피 처음 먹다 보다 좋다 매우 친절하다,위지현,29,3.9,5,5.0,8,에쏘하우스,서울 서대문구 연희로36길 10 (지번) 연희동 165-14,1.0
사장 친절하다 커피 너무 맛있다 커피 좋아하다 서대문 구청 근처 간다 한번 가보다 추천 후회 하다 같다,이재욱,9,3.8,5,5.0,8,에쏘하우스,서울 서대문구 연희로36길 10 (지번) 연희동 165-14,1.0
오다 여기 커피 이렇게 맛있다,qwert,42,3.1,5,5.0,8,에쏘하우스,서울 서대문구 연희로36길 10 (지번) 연희동 165-14,2.0
여기다 정말 진지하다 커피 하다 젊다 사장 친절하다 따뜻하다 손님 맞다 사모님 케미 인상 이다 이렇게 맛있다 커피 가격 까지 착하다 커피 좋아하다 사람 라면 반하다 밖에 없다 카페 에요 토요일 하다 하다 쉬다 전화 해보다 가다 좋다 일요일 쉬다 같다 주중 오가다 조금 돌아서다 가다 들다 그렇다 카페 이다,Jooseok Lee,1,5.0,5,5.0,8,에쏘하우스,서울 서대문구 연희로36길 10 (지번) 연희동 165-14,1.4
지금 커피 하다 하다 후기 남기다 원두 고소하다 과일 산미 으로 선택 하다 있다 너무 좋다 산미 있다 커피 좋아하다 써다 일반 카페 에서 산미 커피 말다 싶다 팔다 없다 뿐더러 있다 해도 천원 훌쩍 넘어가다 버리다 주저 하다 십상 이다 여기다 천원 산미 있다 좋다 커피 말다 있다 너무 좋다 과일 신선하다 보다 원두 상태 아주 좋다 같다 밍밍 하다 않다 너무 좋다 커피 덕분 자다 마시다 후기 남기다 ㅎㅎ,besuchener,25,4.6,5,5.0,8,에쏘하우스,서울 서대문구 연희로36길 10 (지번) 연희동 165-14,1.1
카공 하다 괜찮다 맛있다,비치,133,3.8,4,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,1.5
사장 이에요 너무 착하다 요청 자다 들다,ㅈㅇ,24,3.8,5,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,2.0
멘팅 맛나죵 에서 서비스 마인드 좋다 에선 남자 인성 나오다,연남 007본드,6,2.8,1,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,2.0
세련되다 감성 넘치다 실내 인테리어 오다 음악 무엇 보다도 최고 품질 밀크 설명 필요없다,Jay Yang,1,5.0,5,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,2.0
사장 감각 있다 매장 디자인 감성 지고 밀크 맛있다 여러 밀크 마시다 보다 여기 제일 맛있다 일주일 하다 가다 먹다,윤연준,3,5.0,5,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,2.0
밀크 제대로 만들다 이다 특히 타피오카 엄청 부드럽다 양도 많다 추천,호텔셰프,81,4.1,5,4.2,6,맨팅 연희점,서울 서대문구 연희로15안길 10 3호 (지번) 연희동 133-6,1.33
잠잠하다 친절하다 음료 가성 좋다 맛있다,눙눙,2,3.0,5,5.0,2,차팅,서울 서대문구 연희로26길 10 1층 (지번) 연희동 79-8,2.0
버블티 맛있다 가성 좋다 사장 친절하다,ㅡㅁㅡ,20,4.4,5,5.0,2,차팅,서울 서대문구 연희로26길 10 1층 (지번) 연희동 79-8,2.0
커피 조오오오,맛없안잼없안,161,4.2,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,0.0
가야 이유 진하다 호주 느끼다 있다 카페 가다 이유 좌석 많이 불편 필터 라떼 호주 카페 메뉴 구성 이다 부터 제공 하다 서비스 좋다 블렌딩 필터 깔끔하다 좋다 밀크 카라멜 먹다 하다 라떼 상당하다 인상,SOL,"4,422",3.3,4,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,1.0
맛있다 커피 따뜻하다 공간 철학 있다 사장 까지 간만 마음 편안하다 카페 찾다 성장하다 되다 바라다,conundrum,36,3.5,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
사장 너무 친절하다 라떼 모두 기적 으로 가다 야하다 번창 하다,jjjj,34,4.2,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
커피 좋다 사장 너무 너무 친절하다,양지민,5,5.0,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
드립 마시다 맛있다 사장 친절하다,yahoo,252,4.4,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
커피 맛있다 분위기 좋다,깨비짱,535,4.4,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
라떼 정말 맛있다,현,4,5.0,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
연희동 최고 플랫 화이트,강승연,8,4.6,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
자다 마시다,김진수,5,4.4,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,0.0
플랫 화이트 정말 맛있다 먹다 사장 친절하다,호연,3,5.0,5,4.9,12,룩백커피,서울 서대문구 연희로11길 41 1층 (지번) 연희동 129-1,2.0
한국 통차 팔다 이름 마카,POW!,83,1.7,1,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,0.0
예약 제인 주말 프라이 코스 하다 기회 적다 한국 녹차 맛보다 있다 만족스럽다 목금 에는 크다 가능하다,프리니,28,3.9,5,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,1.67
자다 모르다 매력 빠지다 되어다 사장 엄청 친절하다,HK,6,5.0,5,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,2.0
너무 좋다 시간,지킬앤하이드,37,4.9,5,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,2.0
정말 좋다 시간 이다 도심 작다 힐링,강신경,1,5.0,5,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,2.0
대해 자다 모르다 사람 위해 쏙쏙 자다 들어오다 정도 설명 너무 자다 해주시 찻집 분위기 너무 좋다,ha0,9,4.1,5,4.3,7,다도레,서울 서대문구 증가로 13-9 3층 (지번) 연희동 133-30,2.0
팥빙수 아아 투샷 주문 하다 아주 좋다 좋다 거리 자리 하고 있다 서다 좋다,조용준,32,4.1,5,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,2.0
다시다 갈다,와,11,3.3,1,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,0.0
항상 친절하다 음료 맛있다,리뷰리뷰,3,3.7,5,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,2.0
아늑하다 좋다 커피 너무 타다 이에요,우너,36,2.8,3,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,2.0
저녁 오다 특히 인테리어 이쁘다 아늑하다 차분하다 좋다 종류 건강 이에요,임민수,1,5.0,5,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,2.0
내부 시원하다 인테리어 예쁘다 커피 저렴하다 커피 좋다,머그러다니는1인,40,3.9,5,4.3,12,본솔커피 연희점,서울 서대문구 증가로 82 1층 (지번) 연희동 702-12,1.5
